"","X","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"10830",271678,"Warning","NormalOperation","Anomalous",164705932,59541405,21023,41607,5,TRUE,FALSE,102685962,26.36125,"Malicious"
"8082",201687,"Warning","PolicyViolation","Anomalous",137382071,87776966,24475,33951,5,FALSE,FALSE,155875016,NA,"Malicious"
"19483",487914,"Warning","PolicyViolation","Anomalous",137960195,90531075,20745,21931,4,FALSE,FALSE,143086535,36.07828,"Malicious"
"20635",515721,"Warning","PolicyViolation","Anomalous",151277042,108312781,23929,33953,3,FALSE,FALSE,139840102,30.24442,"Malicious"
"19678",492610,"Warning","PolicyViolation","Critical",132435532,104430256,23748,33119,5,FALSE,FALSE,126196217,33.00532,"Malicious"
"6580",166037,"Warning","PolicyViolation","Anomalous",126637351,108440284,25484,35317,5,TRUE,FALSE,132120133,25.88323,"Malicious"
"21712",542676,"Warning","PolicyViolation","Suspicious",199683438,72996435,27090,23789,5,TRUE,FALSE,175457984,43.41949,"Malicious"
"15705",390872,"Warning","PolicyViolation","Suspicious",116479474,119160423,33067,43874,8,FALSE,FALSE,161402404,19.86401,"Malicious"
"8637",216049,"Warning","NormalOperation","Anomalous",96278634,113815424,25180,27795,6,FALSE,TRUE,211574513,NA,"Malicious"
"21074",526155,"Informational","PolicyViolation","Suspicious",137291949,100166350,27629,14345,6,FALSE,FALSE,162521366,28.74118,"Malicious"
"14497",360760,"Warning","Policy_Violation","Anomalous",154004992,95765858,25057,33523,4,TRUE,FALSE,149407813,NA,"Malicious"
"12320",309051,"Warning","NormalOperation","Suspicious",127893992,110650635,29262,32051,6,TRUE,FALSE,181266602,33.99014,"Malicious"
"4933",125492,"Warning","PolicyViolation","Suspicious",138543259,110850925,30811,32040,7,TRUE,FALSE,76391686,37.05197,"Malicious"
"12213",306549,"Warning","PolicyViolation","Anomalous",114118556,87816935,23870,37030,6,TRUE,FALSE,170548589,38.62307,"Malicious"
"20316",507978,"Warning","PolicyViolation","Suspicious",137820404,117116950,32387,37718,7,TRUE,FALSE,153078311,28.25096,"Malicious"
"11465",287999,"Warning","PolicyViolation","Suspicious",212377817,59771529,24572,17394,5,TRUE,FALSE,86103700,18.1706,"Malicious"
"12353",309847,"Warning","PolicyViolation","Suspicious",94945091,124658592,30893,41181,7,FALSE,FALSE,104085701,34.9801,"Malicious"
"2335",58942,"Warning","PolicyViolation","Anomalous",116148433,124297204,27539,32532,5,FALSE,TRUE,168054236,25.87209,"Malicious"
"14894",370861,"Warning","PolicyViolation","Suspicious",150667990,104854993,27739,26147,5,FALSE,FALSE,121774252,31.67775,"Malicious"
"9790",245236,"Warning","PolicyViolation","Critical",104513587,91711608,19505,19978,4,TRUE,TRUE,100786566,22.91266,"Malicious"
"15673",390163,"Warning","PolicyViolation","Anomalous",121518099,116185558,25503,37120,5,TRUE,FALSE,147930733,NA,"Malicious"
"15444",384758,"Warning","Policy_Violation","Suspicious",142368431,93417337,28202,29571,7,FALSE,FALSE,125169770,27.22679,"Malicious"
"4846",123384,"Alert","PolicyViolation","Suspicious",149186670,88724694,28184,21268,6,TRUE,FALSE,166650742,30.66772,"Malicious"
"5906",149353,"Warning","Policy_Violation","Suspicious",150957856,94059510,26939,22051,6,TRUE,FALSE,122364112,NA,"Malicious"
"10924",273936,"Warning","ThreatDetected","Anomalous",130050732,120376193,27000,42978,4,FALSE,FALSE,177737360,31.31077,"Malicious"
"18506",462336,"Warning","NormalOperation","Anomalous",146458197,67416543,21989,37151,6,TRUE,FALSE,180776589,NA,"Malicious"
"5549",140913,"Alert","PolicyViolation","Suspicious",191012654,88898837,25288,36459,4,TRUE,FALSE,197058443,42.20672,"Malicious"
"14199",354004,"Warning","PolicyViolation","Anomalous",131661246,87764492,22242,50252,5,TRUE,FALSE,194964163,37.26834,"Malicious"
"507",12945,"Alert","PolicyViolation","Suspicious",128419859,106612561,30001,51285,7,FALSE,FALSE,182285107,32.99152,"Malicious"
"1638",41574,"Warning","NormalOperation","Suspicious",144708403,70439504,25039,40295,7,TRUE,FALSE,135072281,NA,"Malicious"
"22721",568296,"Warning","PolicyViolation","Suspicious",111907549,135370166,32557,32655,7,TRUE,FALSE,212921838,29.50488,"Malicious"
"14947",372194,"Warning","PolicyViolation","Elevated",219787163,79995024,31427,41830,6,TRUE,FALSE,135831004,25.65694,"Malicious"
"7658",191602,"Warning","NormalOperation","Suspicious",120847305,105996237,33143,37809,9,TRUE,FALSE,113729646,16.12285,"Malicious"
"19325",483789,"Warning","PolicyViolation","Anomalous",120135889,97191424,24684,29678,6,FALSE,FALSE,161913949,29.97527,"Malicious"
"12439",311724,"Warning","PolicyViolation","Suspicious",170609131,117673462,31043,30985,5,TRUE,FALSE,146991484,35.84715,"Malicious"
"22063",551563,"Warning","PolicyViolation","Suspicious",172537247,93570181,27402,42957,5,FALSE,FALSE,136744884,36.70377,"Malicious"
"16075",400568,"Warning","PolicyViolation","Critical",126533027,79881911,17435,41548,4,FALSE,TRUE,167096610,22.42528,"Malicious"
"2857",72817,"Warning","PolicyViolation","Suspicious",167996525,99059707,31758,35849,6,TRUE,FALSE,167324277,21.50773,"Malicious"
"17870",445789,"Warning","Policy_Violation","Anomalous",91930925,125814133,29561,36505,7,TRUE,TRUE,153533139,30.23791,"Malicious"
"21182",528918,"Warning","PolicyViolation","Anomalous",154690384,66515999,22256,39342,5,TRUE,FALSE,223987846,23.76825,"Malicious"
"1915",48451,"Warning","Policy_Violation","Critical",68637008,114832670,21592,31459,5,TRUE,TRUE,126215483,15.31288,"Malicious"
"8259",206409,"Warning","Policy_Violation","Suspicious",122287743,111215558,28565,22160,6,TRUE,FALSE,145582895,23.64033,"Malicious"
"8197",204676,"Warning","ThreatDetected","Suspicious",130659161,100575445,28090,39065,7,TRUE,FALSE,70814504,40.9871,"Malicious"
"18030",450059,"Warning","PolicyViolation","Anomalous",150218807,88462690,24881,37400,5,FALSE,FALSE,135853601,30.49574,"Malicious"
"7928",198219,"Warning","PolicyViolation","Suspicious",182382598,60431660,22487,25025,5,TRUE,FALSE,187319463,33.13645,"Malicious"
"7410",185696,"Warning","Policy_Violation","Suspicious",132420836,112658097,28656,30402,6,TRUE,FALSE,173873049,28.32639,"Malicious"
"14766",367579,"Warning","NormalOperation","Suspicious",144806392,96377057,28843,29078,6,TRUE,FALSE,144925102,43.94854,"Malicious"
"5208",132307,"Warning","PolicyViolation","Suspicious",186867920,78977022,27628,39154,5,TRUE,FALSE,160779252,32.60795,"Malicious"
"15304",381160,"Warning","Policy_Violation","Suspicious",147578632,86437241,25381,NA,6,TRUE,FALSE,172243618,25.21409,"Malicious"
"12837",322070,"Warning","NormalOperation","Anomalous",102682655,92645863,21731,25097,5,FALSE,TRUE,203745904,22.4373,"Malicious"
"20426",510744,"Warning","NormalOperation","Suspicious",174515471,98627159,28294,NA,5,TRUE,FALSE,154557826,NA,"Malicious"
"9986",250588,"Warning","Policy_Violation","Suspicious",171951782,93414879,25790,43446,4,TRUE,FALSE,127347208,NA,"Malicious"
"6048",152720,"Warning","PolicyViolation","Suspicious",172700570,79417694,24705,NA,5,TRUE,FALSE,159041684,31.95524,"Malicious"
"14226",354649,"Warning","PolicyViolation","Anomalous",96002014,117999535,26939,33996,6,FALSE,TRUE,77927678,31.84141,"Malicious"
"9203",229746,"Warning","PolicyViolation","Anomalous",76024289,129987051,29451,33088,7,TRUE,TRUE,160969570,31.95737,"Malicious"
"7141",179276,"Warning","NormalOperation","Critical",101786456,89066917,19530,37481,5,FALSE,TRUE,169308446,25.43346,"Malicious"
"15046",374603,"Warning","PolicyViolation","Suspicious",153832498,121671714,30722,NA,5,FALSE,FALSE,161882959,18.27747,"Malicious"
"15984",398095,"Warning","PolicyViolation","Elevated",162360772,106280410,33859,29009,7,FALSE,FALSE,171385786,16.85902,"Malicious"
"11423",286900,"Warning","PolicyViolation","Anomalous",182159300,67519148,22339,37125,4,TRUE,FALSE,200287485,33.51981,"Malicious"
"16741",418489,"Warning","PolicyViolation","Anomalous",122902659,80647073,21830,41265,5,FALSE,FALSE,159182094,28.03609,"Malicious"
"1353",34133,"Warning","PolicyViolation","Suspicious",172164385,97520944,28748,44411,5,TRUE,FALSE,197184658,23.81885,"Malicious"
"22671",567067,"Alert","NormalOperation","Anomalous",117908148,79597183,21641,39566,6,TRUE,FALSE,192465242,NA,"Malicious"
"16183",403948,"Warning","PolicyViolation","Anomalous",86087481,76075453,19843,34195,7,FALSE,TRUE,81057718,25.41788,"Malicious"
"11416",286689,"Informational","PolicyViolation","Suspicious",181745432,99756911,29494,35688,5,TRUE,FALSE,157215848,32.75027,"Malicious"
"6203",156426,"Warning","Policy_Violation","Anomalous",134962468,95837786,22034,33146,4,TRUE,FALSE,158924429,36.89705,"Malicious"
"5017",127804,"Warning","PolicyViolation","Suspicious",150845806,72940381,24887,36484,6,FALSE,FALSE,159861316,25.68472,"Malicious"
"9148",228262,"Informational","PolicyViolation","Suspicious",101834730,110099522,29527,45426,7,FALSE,FALSE,165458661,40.27218,"Malicious"
"12331",309387,"Warning","PolicyViolation","Suspicious",195171360,55319360,23699,46560,5,FALSE,FALSE,106156959,29.58374,"Malicious"
"4310",110142,"Alert","NormalOperation","Suspicious",136417011,102749974,27602,31571,6,FALSE,FALSE,172072220,21.71516,"Malicious"
"16743",418505,"Warning","PolicyViolation","Suspicious",220270959,67651033,25965,36717,4,FALSE,FALSE,171457734,28.55991,"Malicious"
"16249",405696,"Warning","Policy_Violation","Anomalous",102666884,115078269,26959,28005,6,FALSE,TRUE,109245228,27.66418,"Malicious"
"13280",332756,"Warning","PolicyViolation","Anomalous",117932851,124071164,28045,NA,5,FALSE,TRUE,186333710,33.48012,"Malicious"
"20550",513511,"Warning","PolicyViolation","Anomalous",146518288,100454487,26230,38659,5,TRUE,FALSE,128545541,24.84465,"Malicious"
"7876",197163,"Warning","PolicyViolation","Anomalous",152417147,57560560,20454,29796,5,TRUE,FALSE,180526067,27.16017,"Malicious"
"13579",339445,"Warning","Policy_Violation","Suspicious",159868447,76428362,25828,31641,6,TRUE,FALSE,181989388,30.23746,"Malicious"
"4551",115819,"Warning","ThreatDetected","Suspicious",185279673,83874317,30944,32103,7,TRUE,FALSE,210106964,28.82525,"Malicious"
"13457",336757,"Warning","PolicyViolation","Anomalous",130973402,91444874,23120,38028,5,TRUE,FALSE,88994414,32.48818,"Malicious"
"8414",210116,"Alert","PolicyViolation","Suspicious",144489156,121974045,33123,34420,6,TRUE,FALSE,183950248,28.42073,"Malicious"
"9333",233634,"Informational","Policy_Violation","Anomalous",97100265,116675656,28390,43974,7,FALSE,FALSE,132920514,29.0215,"Malicious"
"2044",51737,"Warning","Policy_Violation","Anomalous",98113849,109926288,24102,35848,5,FALSE,TRUE,176394813,24.77879,"Malicious"
"426",10991,"Warning","Policy_Violation","Suspicious",148642980,90853721,26337,31854,6,FALSE,FALSE,133833419,29.86006,"Malicious"
"5071",129088,"Warning","PolicyViolation","Suspicious",218842998,58932973,23850,37510,4,FALSE,FALSE,132630897,35.06137,"Malicious"
"13622",340558,"Warning","PolicyViolation","Anomalous",129741467,68947613,18973,31692,5,FALSE,FALSE,201335303,33.89384,"Malicious"
"7216",181022,"Warning","PolicyViolation","Suspicious",138746490,104829342,31477,45344,7,FALSE,FALSE,125336475,33.53454,"Malicious"
"12272",307694,"Alert","PolicyViolation","Anomalous",133898742,95449530,25052,33007,5,FALSE,FALSE,78675630,26.65428,"Malicious"
"16933",423061,"Warning","PolicyViolation","Anomalous",105421069,121669638,28289,35161,6,TRUE,TRUE,133812610,20.44299,"Malicious"
"2310",58299,"Warning","NormalOperation","Anomalous",81378653,143378295,29292,34157,6,TRUE,TRUE,136923831,24.33064,"Malicious"
"5847",148048,"Warning","Policy_Violation","Anomalous",134494531,96123101,21604,44481,4,FALSE,TRUE,139268776,31.26551,"Malicious"
"19273",482521,"Warning","PolicyViolation","Anomalous",108993230,111990459,27551,17645,6,TRUE,TRUE,154250380,24.60651,"Malicious"
"9915",248815,"Warning","PolicyViolation","Suspicious",154242893,89639179,25054,32213,5,TRUE,FALSE,196389355,33.47636,"Malicious"
"10787",270577,"Warning","Policy_Violation","Anomalous",108551144,118916497,27007,21168,5,TRUE,TRUE,181878097,35.77776,"Malicious"
"20703",517315,"Warning","PolicyViolation","Suspicious",145111041,137463647,31450,24688,5,TRUE,FALSE,157158752,31.25615,"Malicious"
"7940",198421,"Warning","PolicyViolation","Anomalous",146183076,95074127,24702,33785,5,FALSE,FALSE,146186279,24.87791,"Malicious"
"8333",208186,"Warning","PolicyViolation","Suspicious",172772865,102079815,27784,29612,4,FALSE,FALSE,182325368,33.63246,"Malicious"
"2415",61327,"Warning","NormalOperation","Suspicious",94571926,122560529,32007,32042,8,FALSE,FALSE,183170386,37.7624,"Malicious"
"8364",208860,"Warning","Policy_Violation","Suspicious",131344398,117399261,32497,35758,7,TRUE,FALSE,182311837,NA,"Malicious"
"2754",70044,"Warning","Policy_Violation","Anomalous",160795982,96604642,23275,39040,3,TRUE,FALSE,173686351,31.40646,"Malicious"
"9186",229279,"Warning","PolicyViolation","Suspicious",183112554,91238401,26854,49314,4,TRUE,FALSE,181387562,31.18664,"Malicious"
"18478",461677,"Warning","PolicyViolation","Anomalous",87523037,101200631,24598,NA,7,TRUE,TRUE,144271561,35.87475,"Malicious"
"12659",317996,"Warning","PolicyViolation","Suspicious",122381980,136823316,34378,38363,7,FALSE,FALSE,124751624,42.21477,"Malicious"
"8518",212597,"Warning","PolicyViolation","Suspicious",184953423,84629297,28735,30912,6,FALSE,FALSE,123233581,28.92945,"Malicious"
"10468",262139,"Warning","ThreatDetected","Anomalous",82157327,148008544,31404,23408,6,FALSE,TRUE,125591889,32.00605,"Malicious"
"4826",122723,"Warning","PolicyViolation","Anomalous",138384501,66429228,17000,29820,4,FALSE,TRUE,178501155,26.33439,"Malicious"
"11634",292049,"Warning","PolicyViolation","Suspicious",140392121,117553171,34164,28934,7,TRUE,FALSE,199381623,NA,"Malicious"
"13449",336522,"Warning","NormalOperation","Suspicious",113561072,112839669,29489,40783,7,TRUE,FALSE,121833408,28.41331,"Malicious"
"5431",138050,"Warning","PolicyViolation","Anomalous",92160271,99848392,24440,37635,7,TRUE,TRUE,150240609,30.41587,"Malicious"
"16326",407801,"Informational","NormalOperation","Anomalous",129545506,76823440,21019,29434,5,FALSE,FALSE,97095577,29.07019,"Malicious"
"21395",534356,"Warning","PolicyViolation","Suspicious",135414207,106214101,28845,39821,6,TRUE,FALSE,103639911,24.04242,"Malicious"
"3236",82623,"Warning","Policy_Violation","Suspicious",164518173,120028125,32916,NA,6,TRUE,FALSE,239969075,22.22158,"Malicious"
"799",20400,"Warning","Policy_Violation","Anomalous",131835598,87400048,21119,30012,4,FALSE,TRUE,208950450,26.7696,"Malicious"
"10727",268855,"Warning","ThreatDetected","Anomalous",125384191,113354104,27646,35695,5,FALSE,FALSE,165783644,34.59489,"Malicious"
"6944",174563,"Warning","PolicyViolation","Suspicious",155293351,121754329,34041,NA,6,FALSE,FALSE,211457875,32.66653,"Malicious"
"1319",33164,"Warning","PolicyViolation","Suspicious",145911601,93244682,27816,36882,6,FALSE,FALSE,134536270,29.27298,"Malicious"
"9936",249422,"Informational","Policy_Violation","Suspicious",183411508,102843977,29152,36816,4,FALSE,FALSE,121712514,31.00025,"Malicious"
"21179",528854,"Warning","ThreatDetected","Suspicious",151195355,100873213,27268,29595,5,FALSE,FALSE,173549954,35.288,"Malicious"
"5988",151390,"Warning","Policy_Violation","Anomalous",121060158,121350837,26919,37003,5,TRUE,TRUE,174548742,42.69999,"Malicious"
"16941",423263,"Warning","Policy_Violation","Suspicious",186428139,99005039,27590,NA,4,TRUE,FALSE,123302413,23.91768,"Malicious"
"3442",87370,"Warning","Policy_Violation","Anomalous",95371246,136312281,28425,29809,5,TRUE,TRUE,182338660,30.68216,"Malicious"
"13644",340898,"Warning","Policy_Violation","Anomalous",150459556,85026632,24631,20972,5,FALSE,FALSE,218766072,24.3938,"Malicious"
"21389",534264,"Warning","PolicyViolation","Anomalous",171690606,80651070,22250,24183,4,FALSE,FALSE,221479092,29.69992,"Malicious"
"5373",136433,"Warning","Policy_Violation","Anomalous",173606128,87958514,24277,29422,4,FALSE,FALSE,182436243,27.22328,"Malicious"
"9467",236992,"Warning","PolicyViolation","Anomalous",189997629,65297463,21951,35352,4,TRUE,FALSE,165621780,22.49438,"Malicious"
"3752",95779,"Informational","PolicyViolation","Suspicious",150459788,87614391,26385,37350,6,FALSE,FALSE,150087457,25.04955,"Malicious"
"742",19124,"Warning","PolicyViolation","Suspicious",121398512,118982640,30795,30398,7,TRUE,FALSE,194364645,24.39139,"Malicious"
"6514",164168,"Warning","PolicyViolation","Suspicious",104213688,111337028,30725,23124,8,TRUE,FALSE,133197763,20.52203,"Malicious"
"2661",67987,"Warning","PolicyViolation","Critical",82130537,124119199,21875,NA,4,FALSE,TRUE,211727830,24.82375,"Malicious"
"12637",317566,"Warning","PolicyViolation","Suspicious",164249718,106397277,27971,46153,5,TRUE,FALSE,192429638,NA,"Malicious"
"10776",270247,"Warning","Policy_Violation","Anomalous",111144257,94516803,24524,26027,6,TRUE,FALSE,184196357,35.20367,"Malicious"
"11140",279264,"Warning","PolicyViolation","Suspicious",144424953,99158704,28733,NA,6,FALSE,FALSE,210431860,32.94864,"Malicious"
"6862",172762,"Warning","PolicyViolation","Suspicious",182835362,95291006,30939,43614,6,FALSE,FALSE,154599680,36.20155,"Malicious"
"21452",535927,"Warning","Policy_Violation","Suspicious",182847962,76277532,25005,32270,5,TRUE,FALSE,148604827,37.45188,"Malicious"
"22159",554233,"Informational","Policy_Violation","Suspicious",248277932,55993334,25949,27613,4,FALSE,FALSE,66336830,25.48968,"Malicious"
"16410",409941,"Warning","Policy_Violation","Anomalous",158679694,87860579,22175,32534,3,FALSE,FALSE,100897650,28.23352,"Malicious"
"3323",84569,"Warning","PolicyViolation","Suspicious",192303492,95104439,28919,32844,5,FALSE,FALSE,102169736,NA,"Malicious"
"9442",236246,"Warning","PolicyViolation","Anomalous",132418476,90054977,21317,33685,4,FALSE,FALSE,105279152,34.65505,"Malicious"
"4619",117577,"Warning","PolicyViolation","Anomalous",133819669,96208580,21121,38138,3,TRUE,TRUE,173115049,24.09775,"Malicious"
"18132",452960,"Warning","PolicyViolation","Suspicious",134213547,139723723,33495,36098,6,TRUE,FALSE,123647394,24.68537,"Malicious"
"14250",355276,"Warning","ThreatDetected","Suspicious",167988969,111489446,30749,44250,5,TRUE,FALSE,153471080,NA,"Malicious"
"6212",156562,"Warning","Policy_Violation","Suspicious",153578032,77695501,24524,32391,5,FALSE,FALSE,179446812,30.35387,"Malicious"
"21732",543312,"Warning","PolicyViolation","Suspicious",118531445,99491406,28157,42530,7,FALSE,FALSE,126902210,NA,"Malicious"
"3817",97506,"Warning","PolicyViolation","Suspicious",182728234,82004355,25537,43170,4,TRUE,FALSE,125961414,26.5269,"Malicious"
"22463",562013,"Informational","Policy_Violation","Suspicious",139441639,106422645,29322,17121,6,TRUE,FALSE,123664844,25.57597,"Malicious"
"7209",180936,"Warning","Policy_Violation","Anomalous",111083904,88911755,25417,42016,7,TRUE,FALSE,100347301,36.29124,"Malicious"
"4834",122953,"Warning","PolicyViolation","Anomalous",178951177,46189018,20329,36870,5,TRUE,FALSE,220111888,34.13862,"Malicious"
"1386",34892,"Warning","PolicyViolation","Suspicious",162926895,99630820,32021,27125,7,FALSE,FALSE,187705903,26.4065,"Malicious"
"18494",462167,"Warning","PolicyViolation","Suspicious",244897425,65592880,23928,46280,3,FALSE,FALSE,196532049,32.90363,"Malicious"
"18685",466765,"Warning","PolicyViolation","Suspicious",157275475,74236741,25288,30645,6,TRUE,FALSE,183452014,35.60882,"Malicious"
"18966",474205,"Warning","NormalOperation","Critical",97567122,94864169,20062,16672,5,TRUE,TRUE,126651520,NA,"Malicious"
"19383",485199,"Warning","PolicyViolation","Suspicious",96799046,130546108,30522,32957,7,FALSE,TRUE,139951789,21.94512,"Malicious"
"11245",282144,"Warning","Policy_Violation","Suspicious",184914305,82537777,28064,44031,5,FALSE,FALSE,133845010,16.25218,"Malicious"
"13250",331938,"Warning","PolicyViolation","Suspicious",167126180,59719816,24970,32750,7,FALSE,FALSE,132336398,29.40939,"Malicious"
"9539",238770,"Warning","Policy_Violation","Anomalous",133923842,102723797,24637,36501,5,FALSE,FALSE,188556363,32.34895,"Malicious"
"12219",306748,"Warning","PolicyViolation","Suspicious",177259370,109724390,31466,36864,5,TRUE,FALSE,140715436,30.52741,"Malicious"
"15765",392568,"Informational","Policy_Violation","Suspicious",168527572,86028202,25377,43166,5,FALSE,FALSE,174553171,22.77251,"Malicious"
"6342",160064,"Warning","Policy_Violation","Suspicious",152091615,102336866,29416,47545,6,TRUE,FALSE,177584457,28.38848,"Malicious"
"1356",34216,"Informational","PolicyViolation","Anomalous",147458973,107552685,26563,26371,5,FALSE,FALSE,168357279,26.97327,"Malicious"
"892",22779,"Warning","PolicyViolation","Suspicious",113951483,114867992,32195,44171,8,TRUE,FALSE,191424413,27.87446,"Malicious"
"8569",213864,"Warning","PolicyViolation","Anomalous",120575226,81540255,23802,31398,6,TRUE,FALSE,192200849,40.05779,"Malicious"
"7649",191367,"Warning","Policy_Violation","Suspicious",168311806,89001782,25793,36480,5,FALSE,FALSE,133707056,19.95377,"Malicious"
"812",20723,"Warning","PolicyViolation","Suspicious",193818443,91700040,30424,38809,5,FALSE,FALSE,131877742,30.18794,"Malicious"
"6705",168923,"Warning","Policy_Violation","Suspicious",183008865,73196319,24038,34938,4,TRUE,FALSE,126213957,29.07054,"Malicious"
"16974",424207,"Warning","PolicyViolation","Anomalous",152164529,89906695,24016,32578,5,FALSE,FALSE,122306182,30.34403,"Malicious"
"530",13528,"Warning","PolicyViolation","Anomalous",154657274,84955004,22994,23073,4,FALSE,FALSE,106741891,31.58211,"Malicious"
"10264",257298,"Alert","PolicyViolation","Suspicious",172689251,81696107,27989,34777,6,FALSE,FALSE,140078727,32.03717,"Malicious"
"618",15624,"Warning","Policy_Violation","Suspicious",122691750,139281233,32183,47281,6,TRUE,FALSE,162555486,25.9026,"Malicious"
"20674",516584,"Warning","PolicyViolation","Suspicious",166517144,82611467,24793,38606,5,TRUE,FALSE,208516193,23.82722,"Malicious"
"14826",369126,"Warning","Policy_Violation","Suspicious",132523253,117577197,32929,26633,7,FALSE,FALSE,152901205,25.04885,"Malicious"
"15693",390565,"Warning","PolicyViolation","Suspicious",171326278,73182858,25760,47305,6,TRUE,FALSE,131329770,32.43336,"Malicious"
"13281",332881,"Informational","PolicyViolation","Suspicious",125699533,181641472,41352,27130,7,FALSE,FALSE,192033977,28.29792,"Malicious"
"7486",187444,"Warning","PolicyViolation","Suspicious",194867414,85986589,25909,34910,4,TRUE,FALSE,136600491,38.15826,"Malicious"
"22395",560554,"Warning","Policy_Violation","Suspicious",155397744,124569536,34584,34337,6,FALSE,FALSE,216517187,29.40499,"Malicious"
"4434",113185,"Warning","Policy_Violation","Suspicious",174738532,79664010,27312,37047,6,FALSE,FALSE,161529724,33.35044,"Malicious"
"3371",85673,"Informational","ThreatDetected","Anomalous",101213028,82135639,19737,34164,5,TRUE,TRUE,137847923,32.50739,"Malicious"
"1718",43408,"Warning","ThreatDetected","Anomalous",130175124,99688772,21914,30514,4,FALSE,FALSE,160618300,33.13367,"Malicious"
"20282",507017,"Warning","Policy_Violation","Anomalous",115157316,109363851,26941,35972,6,FALSE,FALSE,160897378,40.38427,"Malicious"
"21222",529853,"Warning","ThreatDetected","Elevated",171280192,98546898,32586,40942,7,FALSE,FALSE,117430963,26.24648,"Malicious"
"10907",273498,"Alert","NormalOperation","Anomalous",128513841,98811795,25242,44650,5,TRUE,FALSE,177170868,30.11725,"Malicious"
"4703",119441,"Warning","Policy_Violation","Anomalous",111253854,113043879,27201,24094,6,FALSE,FALSE,136006554,24.75865,"Malicious"
"795",20313,"Warning","Policy_Violation","Anomalous",115804218,101614690,23346,20848,5,TRUE,TRUE,113520264,33.31089,"Malicious"
"19304",483187,"Warning","PolicyViolation","Anomalous",118787486,94608760,23668,34036,5,TRUE,TRUE,161503145,29.8065,"Malicious"
"22548",564161,"Warning","PolicyViolation","Suspicious",144425961,117473714,31936,30462,6,TRUE,FALSE,127783949,38.07876,"Malicious"
"5441",138225,"Alert","PolicyViolation","Suspicious",114879208,138649731,31008,37421,5,FALSE,TRUE,169473407,31.08754,"Malicious"
